,Año,Kilómetros,Precio,Corolla Cross,Hilux SW4,RAV4,Diésel,Eléctrico,Híbrido,Nafta,Automática,Manual,1,1.8,2.0,2.4,2.5,2.7,2.8,3.0
848,2020,65426,36842.10526315789,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
849,2011,226000,20000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
850,2019,125000,43700.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
851,2022,25000,30000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
852,2023,0,64593.3014354067,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
853,2024,1500,35406.6985645933,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
854,2006,275000,15000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
855,2021,74000,39500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
856,2022,20000,49000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
857,2023,5500,33000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
858,2021,15000,33500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
859,2021,40000,49000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
860,2010,260000,22009.569377990432,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
861,2017,100000,39000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
862,2017,27500,42900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
863,2022,46000,43540.66985645933,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
864,2022,18000,33000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
865,2023,6000,40900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
866,2023,0,30133.014354066985,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
867,2022,74000,33491.86602870814,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
868,2023,0,34545.454545454544,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
869,2022,38000,51800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
870,2018,105345,38000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
871,2012,190000,13500.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
872,2022,43000,64000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
873,2022,1111,53600.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
874,2006,299000,16900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
875,2013,78800,21531.1004784689,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
876,2011,170000,23900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
877,2007,287000,18000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
878,2021,63000,27272.727272727272,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
879,2021,42300,45000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
880,2013,150000,25837.32057416268,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
881,2008,137000,10000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
882,2019,60000,39500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
883,2017,64000,40000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
884,2023,0,58373.20574162679,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
885,2018,138500,39799.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
886,2017,126000,24784.68899521531,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
887,2012,115000,14000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
888,2020,70000,44000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
889,2008,285000,20500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
890,2022,90000,48000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
891,2010,265000,23000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
892,2018,68851,29071.77033492823,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
893,2022,29000,32500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
894,2018,94000,39000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
895,2018,115000,40900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
896,2012,141000,26800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
897,2023,6400,59000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
898,2013,200000,23923.44497607656,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
899,2019,73000,39500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
900,2022,50000,28500.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
901,2021,17000,45933.01435406699,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
902,2018,108144,38516.746411483255,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
903,2021,14500,47500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
904,2019,150000,38277.511961722485,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
905,2023,0,12398.086124401914,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
906,2023,0,38181.81818181818,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
907,2023,16663,28612.44019138756,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
908,2017,157500,30900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
909,2022,55000,32057.416267942583,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
910,2023,9000,52153.11004784689,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
911,2023,8002,53500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
912,2023,600,55500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
913,2018,199000,22000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
914,2007,291000,15300.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
915,2023,1000,56500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
916,2020,89990,40669.85645933014,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
917,2024,0,39500.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
918,2024,500,33900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
919,2023,10000,53110.04784688995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
920,2023,1550,59900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
921,2023,0,33492.82296650718,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
922,2023,0,37320.57416267943,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
923,2017,135000,34440.095693779906,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
924,2017,126000,33000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
925,2014,90000,29000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
926,2023,2023,57000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
927,2020,65000,43900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
928,2009,340000,8612.440191387559,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
929,2018,98800,35000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
930,2022,20000,33900.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
931,2013,124000,26800.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
932,2023,2000,53000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
933,2020,22000,45000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
934,2017,100000,33000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
935,2024,0,57000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
936,2012,221781,22800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
937,2012,182000,24000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
938,2024,0,36267.94258373206,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
939,2008,240000,18000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
940,2012,197400,12300.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
941,2021,47198,28698.564593301435,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
942,2023,50,29500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
943,2012,156000,18000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
944,2014,158000,22800.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
945,2022,124000,32500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
946,2016,124000,36267.94258373206,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
947,2022,25000,27550.23923444976,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
948,2024,500,28229.66507177033,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
949,2023,16000,30000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
950,2021,90249,44976.07655502392,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
951,2023,0,53540.66985645933,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
952,2019,80500,38000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
953,2011,210000,22000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
954,2023,15057,31900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
955,2017,150000,34000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
956,2018,64000,39000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
957,2023,0,34500.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
958,2022,4000,34800.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
959,2022,19000,41626.79425837321,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
960,2018,61000,41900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
961,2019,23000,46000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
962,2021,44000,33900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
963,2019,40000,42900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,2022,33500,30621.91387559809,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
965,2012,210000,22000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
966,2023,1100,34928.22966507177,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
967,2024,0,63900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
968,2022,25000,35900.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
969,2016,170000,32057.416267942583,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
970,2013,185000,23900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
971,2024,945,31100.47846889952,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
972,2023,0,60900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
973,2017,172000,32500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
974,2018,83000,38900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
975,2013,166000,23923.44497607656,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
976,2024,500,34000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
977,2023,27500,54066.98564593301,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
978,2019,80000,29900.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
979,2023,500,47500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
980,2020,71251,39138.75598086124,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
981,1999,298000,13500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
982,2017,133000,34354.066985645935,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
983,2013,136000,17500.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
984,2018,77530,40900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
985,2021,63700,45500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
986,2023,550,31500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
987,2017,90000,39000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
988,2024,1000,34449.76076555024,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
989,2017,160000,33492.82296650718,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
990,2023,0,53687.36842105263,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
991,2017,123000,33000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
992,2024,0,29747.36842105263,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
993,2016,126840,33971.29186602871,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
994,2011,193000,22500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
995,2024,3500,55000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
996,2016,178500,30000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
997,2018,70000,37000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
998,2021,38000,46999.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
999,2012,198000,22000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1000,2015,170000,23900.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1001,2010,270000,10900.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1002,2013,165000,16500.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1003,2023,3500,38900.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1004,2012,270000,22009.569377990432,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1005,2024,0,73200.95693779904,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1006,2020,90000,41000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1007,2023,22100,35406.6985645933,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1008,2017,85000,36363.63636363636,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1009,2024,550,37224.88038277512,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1010,2020,86000,38700.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1011,2011,210000,21500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1012,2014,144100,20861.24401913876,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1013,2013,141000,24800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1014,2024,0,35311.004784688994,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1015,2016,118140,35000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1016,2022,24000,28000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1017,2018,163000,32535.88516746412,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1018,2022,36618,34928.22966507177,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1019,2017,110000,35500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1020,2020,80000,42000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1021,2020,85000,42000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1022,2016,130000,32800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1023,2021,51700,29186.6028708134,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1024,2021,23757,49000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1025,2021,30000,28708.133971291867,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1026,2019,79500,33000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1027,2002,400000,17000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1028,2024,0,55980.861244019135,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1029,2021,65000,28500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1030,2022,50000,26258.373205741627,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1031,2016,132000,34000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1032,2023,0,33492.82296650718,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1033,2023,1111,65000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1034,2021,59000,27655.502392344497,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1035,2008,175000,19000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1036,2021,44000,48000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,2019,70000,39234.44976076555,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1038,2017,110000,27900.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1039,2012,143000,25500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1040,2017,88000,40191.387559808616,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1041,2019,67000,38900.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1042,2017,95000,35000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1043,2023,25500,31750.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1044,1999,175000,18000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1045,2021,92000,45000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1046,2023,0,31849.76076555024,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1047,2020,29500,52900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1048,2018,167000,32057.416267942583,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1049,2019,50000,36500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1050,2022,13578,31100.47846889952,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1051,2017,145000,34510.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1052,2017,159000,34000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1053,2024,0,55502.39234449761,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1054,2023,0,34100.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1055,2011,320000,21000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1056,2020,37500,44000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1057,2015,122000,28708.133971291867,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1058,2016,180000,33492.82296650718,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1059,2020,35000,45500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1060,2018,122000,36500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1061,2024,1500,35406.6985645933,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1062,2019,49000,39800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1063,2017,135000,34440.095693779906,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1064,2023,500,53000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1065,2023,1111,59234.44976076555,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1066,2018,47500,37500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1067,2023,16000,68000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1068,2010,275000,10900.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1069,2010,252934,19400.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1070,2023,0,53687.36842105263,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1071,2021,40000,44019.13875598087,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1072,1997,313000,11500.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1073,2009,142600,10800.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1074,2023,4600,30622.00956937799,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1075,2020,90000,38500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1076,2024,0,34449.76076555024,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1077,2024,1300,38000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1078,2019,38000,50500.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1079,2019,65000,37000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1080,2023,0,53687.36842105263,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1081,2023,0,28602.87081339713,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1082,2021,75000,31000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1083,2019,72000,44000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1084,2015,210000,25000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1085,2022,4000,57416.26794258373,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1086,2019,75000,40000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1087,2021,38000,49900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1088,2023,0,33014.354066985645,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1089,2016,160000,26794.258373205743,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1090,2023,0,67000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1091,2007,275000,17224.880382775118,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1092,2006,282000,14500.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1093,2019,87574,40000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1094,2010,220000,24500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1095,2018,100000,36000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1096,2013,152000,16000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1097,2008,206000,20800.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1098,2021,49000,45000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1099,2019,185000,35000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1100,2023,0,33500.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1101,2020,46600,40000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1102,2021,49000,46000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1103,2014,300000,22000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1104,2024,0,30794.258373205743,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1105,2024,1111,39900.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1106,2023,1000,70000.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1107,2021,24990,46700.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1108,2021,71000,30143.531100478467,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1109,2023,14000,53900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1110,2022,48208,33971.29186602871,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1111,2023,14000,28708.133971291867,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1112,2019,85000,33492.82296650718,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1113,2024,0,55023.92344497608,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,2012,134500,14832.535885167465,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1115,2023,19000,49750.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1116,2021,98000,44880.382775119615,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1117,2023,1503,53900.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,2022,42000,51900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1119,2024,500,32700.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1120,2009,237500,20000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1121,2022,43500,47500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1122,2023,10000,34500.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1123,2022,60000,54000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1124,2022,48000,49000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1125,2014,204000,25263.157894736843,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1126,2012,135762,24950.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1127,2016,165000,33900.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1128,2013,207000,15000.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1129,2018,50000,41000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1130,2021,67200,48500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1131,2022,40000,31500.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1132,2012,315000,22000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1133,2021,32000,49000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1134,2013,140000,17703.34928229665,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
